# i j cov
# order is xi+_0,xi+_1,...,xi-_0,xi-_1,.... from small scales to large in each
# tomo bins are in c order (i.e. 0,0 0,1 0,2 1,0 1,2 2,2) w/ internal order as above
44 29 2.53933015838611450012e-13
44 30 -2.28336184563967000731e-12
44 31 1.71951410292857328780e-13
44 32 -4.53396100204400587519e-13
44 33 6.08887205250480109872e-13
44 34 1.87224776841228206918e-14
44 35 6.53678714050620524552e-14
44 36 1.04547352141460890180e-11
44 37 3.12072738904087095274e-12
44 38 4.94845539424774772089e-13
44 39 4.83098844009779514929e-13
44 40 3.02929184195158682996e-13
44 41 1.78163439281929813218e-13
44 42 4.79971362133571996641e-12
44 43 -6.42320201049449705578e-13
44 44 9.64608981488639954792e-12
44 45 -4.29268613712330669990e-14
44 46 3.95420260185685814907e-13
44 47 2.07296259117942993794e-13
44 48 2.07713502080744125343e-12
44 49 1.35494378630563828123e-12
44 50 5.35822885955082265910e-13
44 51 3.07618174018796340454e-13
44 52 9.21839490300097775249e-14
44 53 4.77473701514818823793e-13
44 54 3.15585736712721193197e-12
44 55 1.73778628692282557655e-13
44 56 2.04440576294572710833e-13
44 57 1.19194871929654560743e-13
44 58 3.47300618423024751235e-13
44 59 2.46002501882003804699e-13
44 60 1.03224728544032364553e-11
44 61 2.83949669618502057939e-13
44 62 -1.02536091668304784589e-13
44 63 7.18411328828116369284e-14
44 64 -1.83232920493718477490e-13
44 65 7.34693736211410134860e-13
44 66 4.42007479432866929035e-12
44 67 9.13928803220762049283e-13
44 68 -4.76942054489437408348e-13
44 69 7.92463908066796163355e-13
44 70 1.18193390746138427394e-13
44 71 1.07618573848640896238e-13
45 0 1.27513014782992531343e-12
45 1 3.49259056305970177123e-13
45 2 -5.12649522675909821099e-13
45 3 1.36623049895823353132e-13
45 4 3.13185161644173700545e-14
45 5 -4.36029564207715748745e-14
45 6 8.67556620965224272077e-13
45 7 1.40087918225743587599e-13
45 8 8.07502110043457000468e-13
45 9 -3.18353884564719113817e-14
45 10 1.20321759028401719646e-14
45 11 4.79662155739051906949e-14
45 12 3.36479475925431348507e-12
45 13 5.85930843464245742697e-13
45 14 5.04510866388127159736e-13
45 15 4.08113216015205392532e-14
45 16 6.89438791733128889928e-14
45 17 5.93767338482913095856e-14
45 18 -8.51159057196205602551e-13
45 19 7.53051655627488381530e-13
45 20 6.98881932850464380917e-13
45 21 2.62427261751023102986e-13
45 22 1.14143269208463945809e-13
45 23 5.66054538833554444251e-14
45 24 9.10788845940583620440e-13
45 25 5.17593130028365719793e-13
45 26 3.98220970522697476918e-13
45 27 -1.64197978644938693365e-13
45 28 1.43984290280105252665e-14
45 29 -1.58668785081498827946e-14
45 30 1.60116148446734046172e-12
45 31 -3.05171326713970896042e-13
45 32 1.34205241082965809467e-13
45 33 4.89311056928861298477e-13
45 34 9.54458048783413703092e-14
45 35 6.58492587284521200806e-14
45 36 3.71921588045068404935e-12
45 37 -3.77408618418568978628e-13
45 38 1.05366735057260280648e-13
45 39 -1.03135467001076478087e-13
45 40 1.81153560420063389175e-13
45 41 8.54361432096888023948e-14
45 42 -8.84869431273666654911e-13
45 43 -2.35544239606737635093e-13
45 44 -4.29268613712330669990e-14
45 45 1.87367282478109445347e-12
45 46 9.80507199665394288187e-14
45 47 -2.41349785874360634404e-15
45 48 3.27613186151692649853e-12
45 49 1.37775119019188940427e-12
45 50 -9.83292876678094717314e-14
45 51 -2.20875956141400967053e-13
45 52 -7.01295871521714250733e-14
45 53 6.05219556596462702596e-14
45 54 6.35930605738427306751e-13
45 55 5.98575836503277533324e-13
45 56 3.33130100920069776677e-13
45 57 4.17701104498924286326e-13
45 58 -5.26885534799806413325e-16
45 59 -4.80505658543586695841e-14
45 60 3.02977354853740932426e-12
45 61 2.69755012004158438500e-13
45 62 3.02597074560037703432e-14
45 63 -1.97442488558577055070e-13
45 64 -1.21413231307423628313e-13
45 65 7.35284383775822079965e-14
45 66 5.77875862066217673751e-13
45 67 1.74688549295239075614e-12
45 68 5.51967794882534010972e-13
45 69 4.79015102489679056556e-13
45 70 -2.00043903451666965363e-14
45 71 -4.89121036089183027779e-14
46 0 2.50295687558185156881e-12
46 1 3.27163956677937076649e-13
46 2 2.31527311662424182365e-13
46 3 1.34180234341965889831e-14
46 4 7.29266139609782841916e-14
46 5 -7.37286920711826308728e-14
46 6 -9.09334537426050252935e-13
46 7 -3.81568427559780490103e-13
46 8 1.72516862945297150194e-13
46 9 2.67917703933755486552e-14
46 10 -3.45357620577466280498e-14
46 11 1.10756047099265360391e-14
46 12 1.42975997849244554913e-12
46 13 1.14091803878829950055e-12
46 14 2.94893769054457166339e-13
46 15 1.80829028594777162596e-13
46 16 -8.29277071732913304536e-15
46 17 -9.96533432294570894516e-15
46 18 1.99319068462454869108e-13
46 19 -3.07623524289131395643e-14
46 20 1.71421300755147472912e-13
46 21 1.10928192287499366990e-14
46 22 1.39664429053415538120e-13
46 23 4.04039726399314270875e-14
46 24 1.50093446791530276931e-12
46 25 5.64055037751222875075e-13
46 26 3.26685877488617136065e-13
46 27 1.38975457336834981618e-13
46 28 -1.47585473667243557235e-14
46 29 -2.94539136264267385045e-14
46 30 -7.69253490411767917977e-13
46 31 -9.67773494853646039757e-14
46 32 2.52491716180388569795e-13
46 33 1.27386731269907448128e-13
46 34 1.14711235992583776053e-13
46 35 5.35188789080180566302e-14
46 36 1.19072323709572582559e-12
46 37 1.11215518682631998387e-12
46 38 9.41445606303485708705e-13
46 39 3.96682987657560074632e-13
46 40 -1.16939170414693716963e-13
46 41 -3.30522023180590768835e-14
46 42 3.27094548880067500363e-13
46 43 2.89741272671903966873e-13
46 44 3.95420260185685814907e-13
46 45 9.80507199665394288187e-14
46 46 6.69237105425453733047e-13
46 47 8.98842792662802484684e-14
46 48 8.39171669529485553914e-13
46 49 6.89839097766171495196e-13
46 50 7.87552174243988681601e-13
46 51 2.69522772835742848121e-13
46 52 -4.24727218585040105770e-14
46 53 -4.34325591339505610011e-14
46 54 1.38603991992582065328e-12
46 55 5.38479198200434434280e-13
46 56 9.26629782141372014822e-14
46 57 1.07502931017181698486e-13
46 58 1.84296273372203447725e-13
46 59 6.57477781472731428863e-14
46 60 2.33272257736937127179e-12
46 61 7.95167750700457236535e-13
46 62 3.48222260379748528440e-13
46 63 9.63605350467314674551e-14
46 64 -8.49484650747051393010e-14
46 65 -5.26286189931363246194e-14
46 66 1.19045555729988548000e-12
46 67 4.81125808428548561171e-13
46 68 1.72836981825691425604e-13
46 69 -5.56609424031771155463e-14
46 70 1.75909027916182862881e-13
46 71 -6.38776073548799739489e-15
47 0 1.38207035071228993780e-12
47 1 2.90291054014378364577e-13
47 2 4.77556032871711893196e-13
47 3 1.37745544502150318723e-13
47 4 4.79598733088513592143e-14
47 5 -1.36311465119565151390e-14
47 6 3.39937176058114857329e-13
47 7 5.62057848376075768558e-14
47 8 2.82411286836681919315e-13
47 9 8.04803992065716709769e-14
47 10 1.30702290204381613145e-14
47 11 8.47645243391991352680e-14
47 12 1.11300218606027361894e-12
47 13 4.78533553836777015221e-13
47 14 3.77999443381385152400e-13
47 15 2.39577425973715731652e-13
47 16 4.85047727721791925476e-14
47 17 -4.12906508579317893016e-14
47 18 -1.40803526756912538013e-12
47 19 1.63984510635524401821e-13
47 20 9.56702086735036022808e-15
47 21 9.67323475003833282015e-14
47 22 7.78438565508061347576e-14
47 23 1.14165833398111056921e-13
47 24 6.59298440805003605447e-13
47 25 6.71304943841125782172e-13
47 26 3.09483547969177376695e-13
47 27 1.15923814228871325631e-13
47 28 4.04493699609011572297e-14
47 29 -4.00863683197830507477e-14
47 30 -3.00715291558036267239e-13
47 31 -1.51927244467509214230e-14
47 32 2.78381764957080205221e-15
47 33 1.72905092772049299831e-13
47 34 7.73365012879899623739e-14
47 35 9.09365876708865337355e-14
47 36 1.55336495338503772442e-12
47 37 5.00314204332679169311e-13
47 38 5.62185609291000415147e-13
47 39 4.87406799356942007441e-13
47 40 9.08098409540666145301e-14
47 41 -1.27908721972709878367e-13
47 42 2.12584290846635625410e-13
47 43 2.35380127156750131665e-13
47 44 2.07296259117942993794e-13
47 45 -2.41349785874360634404e-15
47 46 8.98842792662802484684e-14
47 47 3.21971867015246057149e-13
47 48 1.15135932831036718603e-12
47 49 4.23004802680889446235e-13
47 50 5.57993503348238428390e-13
47 51 4.85619738310153086166e-13
47 52 1.02749652326503549437e-13
47 53 -1.00240896345683619936e-13
47 54 4.66150657723519432232e-13
47 55 1.57696072675733505522e-13
47 56 2.19589101545077849353e-13
47 57 1.23924664781744303932e-13
47 58 1.11792251042602188215e-13
47 59 2.25484461659556366927e-13
47 60 -2.25174035965550526730e-13
47 61 1.55482893727667874587e-12
47 62 5.92025082352332005194e-13
47 63 1.91213155810290804021e-13
47 64 1.15934871071643632530e-14
47 65 -3.53494745527813567710e-14
47 66 7.88024115641002351691e-13
47 67 2.41311388947130521712e-13
47 68 8.76352662078339375561e-14
47 69 2.18422582069549076710e-13
47 70 1.21653118406945268354e-13
47 71 1.13577496562290880418e-13
48 0 2.41706422260372818243e-11
48 1 5.30820808730685631925e-12
48 2 4.92276951085685635839e-12
48 3 1.74710880064784612738e-12
48 4 3.39415176349157754860e-13
48 5 -2.15629744427687017609e-13
48 6 1.18342069157789865113e-12
48 7 7.99016764982083272743e-13
48 8 1.98172705041651955938e-12
48 9 -4.32075595118377355341e-14
48 10 -9.78946533290269658382e-13
48 11 6.32997000692912410867e-13
48 12 3.46385241588805065327e-11
48 13 2.66740955744174409664e-12
48 14 3.60262554420934496637e-12
48 15 -5.98411738726120032619e-13
48 16 8.08095884782240853958e-13
48 17 -1.81168210198103477264e-13
48 18 -6.06257295065893939855e-13
48 19 -2.30399700884578845119e-12
48 20 6.63494471207361736696e-13
48 21 4.10510849547782187379e-13
48 22 1.25947400003506144262e-12
48 23 3.41139043038214063386e-13
48 24 7.02059204373891691583e-12
48 25 2.65749708424113968864e-12
48 26 3.49196358028356894717e-12
48 27 -6.81319493710953459670e-13
48 28 -1.17607468537747528415e-12
48 29 -2.17091708497539755276e-13
48 30 1.22595907060760853492e-11
48 31 5.15461841875239207661e-12
48 32 1.84802398555009489194e-12
48 33 1.43346659734732265848e-12
48 34 7.36120711157250802913e-13
48 35 1.19451590395942884432e-13
48 36 3.64901197055451306938e-11
48 37 7.16428568015111043932e-12
48 38 3.45718791661117543188e-12
48 39 2.59207079848691574873e-12
48 40 1.18553895766215928683e-12
48 41 -1.13399588302940853759e-12
48 42 -2.17384737269103583715e-11
48 43 2.20027155422062037288e-12
48 44 2.07713502080744125343e-12
48 45 3.27613186151692649853e-12
48 46 8.39171669529485553914e-13
48 47 1.15135932831036718603e-12
48 48 1.36241149181909835129e-10
48 49 1.32575040439832383929e-11
48 50 2.46459706434476275330e-12
48 51 1.81229225975447671639e-12
48 52 -7.54292745593416023406e-14
48 53 -1.30436542702235846002e-12
48 54 -5.01985797400114429244e-12
48 55 8.62821716380740554907e-12
48 56 2.88218790202641302905e-12
48 57 5.73419088954237389168e-12
48 58 1.08765439065870450531e-12
48 59 1.53054540919248353868e-12
48 60 1.45178273788152403654e-11
48 61 1.05745227207073054360e-11
48 62 1.08149911007009563786e-12
48 63 3.50770529842057366211e-12
48 64 -9.49534011297789094961e-13
48 65 -1.25049674606111467314e-12
48 66 1.26643006248755836600e-11
48 67 8.33203377107276187869e-12
48 68 2.36973146330768156338e-12
48 69 5.03864757337047676700e-12
48 70 6.99563866812698588530e-13
48 71 7.73570306606809163272e-13
49 0 9.86688134855319974698e-12
49 1 5.70610410282907526390e-12
49 2 1.40872842144936467785e-12
49 3 2.23249977499901519907e-12
49 4 8.41652698492897822440e-13
49 5 3.47247714847152858895e-13
49 6 -8.23749586975232745034e-12
49 7 -1.27005809053230786001e-12
49 8 -6.59529085606357013141e-14
49 9 7.45107078607496584152e-13
49 10 -8.36090478407622077027e-15
49 11 4.64331553514599634509e-13
49 12 1.47191505478360384225e-11
49 13 4.31852372674299979702e-12
49 14 4.11940349639262172518e-12
49 15 1.73978859607222111360e-12
49 16 1.14060714184318318208e-12
49 17 5.49417068093550414741e-13
49 18 -2.48983500047640894109e-12
49 19 -1.79122139705595445669e-12
49 20 1.13683547724470024108e-12
49 21 1.33059971072611162129e-12
49 22 9.57161248193583598816e-13
49 23 5.58661010105194030614e-13
49 24 8.09822519777481909757e-12
49 25 3.64170622482788512219e-12
49 26 6.28768320740816772127e-12
49 27 1.81973640416385476061e-12
49 28 7.75850013681052232947e-13
49 29 5.51971745890923277118e-13
49 30 -9.39401658411501380061e-12
49 31 -3.33033390385951198724e-13
49 32 1.60239339585537715385e-12
49 33 8.23691754748056093529e-13
49 34 1.08101258391996365636e-12
49 35 5.30048483408189827597e-13
49 36 3.91543442071027823721e-11
49 37 7.12482823917813482927e-12
49 38 7.83396805996483973607e-12
49 39 2.85651855618090679526e-12
49 40 1.16787689238514602354e-12
49 41 5.72311709916693834229e-13
49 42 -1.00103005732475752572e-11
49 43 -3.20634610243013520291e-12
49 44 1.35494378630563828123e-12
49 45 1.37775119019188940427e-12
49 46 6.89839097766171495196e-13
49 47 4.23004802680889446235e-13
49 48 1.32575040439832383929e-11
49 49 3.08661107371211448738e-11
49 50 5.51957336535405866751e-12
49 51 2.28269549989548623908e-12
49 52 1.22664642320870139215e-12
49 53 5.21589316307328595523e-13
49 54 1.76725358230886430426e-12
49 55 3.00908503566369419717e-12
49 56 2.56094086872998175228e-12
49 57 2.39781163341667783063e-12
49 58 1.20833753633722303549e-12
49 59 6.92746556646698315756e-13
49 60 1.85620298021851402711e-11
49 61 1.41613622500910486733e-11
49 62 1.10837468407796569214e-11
49 63 3.31027347043554283732e-12
49 64 1.54576573746372597850e-12
49 65 4.35569327840852753114e-13
49 66 3.75762996001733612967e-12
49 67 5.78551829596925752093e-12
49 68 3.34604250093687572477e-12
49 69 2.09370108011148552099e-12
49 70 1.27522680017087255323e-12
49 71 6.26526222427354798896e-13
50 0 5.91772499058600609283e-12
50 1 3.12662499855100566661e-12
50 2 1.19373043051757988384e-12
50 3 1.38607874761260950376e-12
50 4 2.00795975366586425880e-13
50 5 3.80109542195471328363e-14
50 6 1.48929796158852730049e-12
50 7 1.90697888074307730488e-13
50 8 6.06739841702835125912e-13
50 9 -1.32525417801297117054e-13
50 10 -1.02634475941643783376e-13
50 11 2.05795508541318743710e-13
50 12 9.67191712275596219948e-12
50 13 2.63166985437620160334e-12
50 14 2.36643173398137909426e-12
50 15 1.53890698360809889111e-12
50 16 5.07558587888157029438e-13
50 17 8.64795286659871583943e-14
50 18 -1.73507364691818967467e-12
50 19 -7.14557630164285644430e-13
50 20 9.00601325131379926439e-13
50 21 4.12270405171832323649e-13
50 22 5.19807759974984433445e-13
50 23 3.32225472158949940407e-13
50 24 7.24403968642678093628e-12
50 25 3.48414346730171450534e-12
50 26 2.74643959753575254759e-12
50 27 1.85738796477097758046e-12
50 28 4.30636566981134298406e-13
50 29 3.18279752272727076870e-14
50 30 -9.89670436362346770183e-12
50 31 5.33573383023550005134e-13
50 32 1.25837994921426294070e-12
50 33 2.62256109037003834649e-13
50 34 3.94863070188444164202e-13
50 35 4.40943854901706195621e-13
50 36 1.07950021002840165291e-11
50 37 5.95203586199946665550e-12
50 38 4.87834946629116282122e-12
50 39 2.34969818472165353892e-12
50 40 7.67312982151654325981e-13
50 41 2.96237349446822251364e-13
50 42 3.68472402988037811048e-12
50 43 1.96791343208533302094e-13
50 44 5.35822885955082265910e-13
50 45 -9.83292876678094717314e-14
50 46 7.87552174243988681601e-13
50 47 5.57993503348238428390e-13
50 48 2.46459706434476275330e-12
50 49 5.51957336535405866751e-12
50 50 8.82950518379954377049e-12
50 51 2.77387195914611471563e-12
50 52 1.11306674151125865421e-12
50 53 1.12994125878948140977e-13
50 54 1.54739088138153791057e-12
50 55 1.54981677305104949696e-13
50 56 5.13389909198019340889e-13
50 57 9.01709968088122005906e-13
50 58 7.17858616367417158661e-13
50 59 7.01102141172541700317e-13
50 60 5.71308278683885824600e-12
50 61 5.78562864966095317117e-12
50 62 6.95906610423314275089e-12
50 63 2.53713667479085732867e-12
50 64 4.69710531337794264883e-13
50 65 1.59957271180819263394e-13
50 66 -1.74797968663935261206e-13
50 67 -5.63012591140564863290e-14
50 68 7.25104783262323578195e-13
50 69 8.63368556893714396529e-13
50 70 1.03284445223472759515e-12
50 71 6.29224786737685267152e-13
51 0 4.79918413905387263357e-12
51 1 8.46411834915028451450e-13
51 2 9.25928512693570384236e-13
51 3 9.51836125076930923119e-13
51 4 4.89120440946292612888e-13
51 5 1.33673067516657959066e-13
51 6 -1.67354158827142353337e-12
51 7 7.75834251231864355352e-13
51 8 6.47203877084907748623e-13
51 9 9.88816134264072864784e-14
51 10 5.95667062928916140407e-14
51 11 2.68723052988174547820e-13
51 12 6.80501433394447720798e-12
51 13 1.67166664445940589168e-12
51 14 1.82803329474454203013e-12
51 15 1.24983385903244165102e-12
51 16 5.12923838019649152089e-13
51 17 2.16649838614063472221e-13
51 18 -2.53142456448442278867e-12
51 19 -4.85382726516285063747e-14
51 20 5.09026264336868414959e-13
51 21 1.58116871474001199587e-13
51 22 2.78186728884101213191e-13
51 23 2.63821245746507331737e-13
51 24 4.23354296980238603744e-13
51 25 1.56149409678417157602e-12
51 26 1.45064700685745528132e-12
51 27 1.26080330337708897441e-12
51 28 7.54054733148282275540e-13
51 29 2.74948061074994842095e-13
51 30 -3.20407289562016686355e-12
51 31 -1.49452895980741184518e-13
51 32 2.68431100479404254291e-13
51 33 -8.42477735435566654303e-14
51 34 6.37166937000775900958e-14
51 35 2.62827330037259493877e-13
51 36 6.97917502906407093893e-12
51 37 1.83338896206946736780e-12
51 38 2.00840920405227650064e-12
51 39 2.52829463592921367799e-12
51 40 9.57329947669427805271e-13
51 41 2.67879330499713694552e-13
51 42 2.62031286461082659463e-12
51 43 -1.19292958316138660543e-12
51 44 3.07618174018796340454e-13
51 45 -2.20875956141400967053e-13
51 46 2.69522772835742848121e-13
51 47 4.85619738310153086166e-13
51 48 1.81229225975447671639e-12
51 49 2.28269549989548623908e-12
51 50 2.77387195914611471563e-12
51 51 3.79541880132087184161e-12
51 52 1.30037140416492066560e-12
51 53 3.27781265657952238509e-13
51 54 -3.24164199920910540069e-14
51 55 -6.14894174482609538128e-13
51 56 2.50420938891162030764e-13
51 57 1.60470496459396223719e-13
51 58 2.72413099372065679116e-13
51 59 5.47796178073802612594e-13
51 60 4.14730892347028597831e-12
51 61 4.56311597231209573102e-12
51 62 4.53792989324251375926e-12
51 63 3.28334438750528592937e-12
51 64 1.46792010374225145105e-12
51 65 5.76116476617748443735e-13
51 66 4.09300949062432968646e-12
51 67 -2.27669357041968578174e-12
51 68 1.84837226597152286600e-13
51 69 1.31155665744071463307e-13
51 70 3.59994243807344750354e-13
51 71 5.16944258990729320180e-13
52 0 2.21981758306698677505e-12
52 1 1.17011700315981757172e-12
52 2 3.37422641152897639585e-13
52 3 3.44707590922096149233e-13
52 4 3.33242178131817067835e-13
52 5 1.00064651919058264463e-13
52 6 4.73049068667659134291e-13
52 7 1.42334490577431508338e-12
52 8 5.47458366743979503985e-14
52 9 -1.30104450283657155355e-13
52 10 6.54374083619835272070e-14
52 11 9.03017524677673209638e-14
52 12 3.32666826234983905936e-12
52 13 1.14634102273958688180e-13
52 14 7.60701746766176856318e-13
52 15 4.30279266621237458100e-13
52 16 4.82735101596914096582e-13
52 17 2.04310622799739603988e-13
52 18 -1.10866006225760162739e-12
52 19 2.76342439004707021428e-13
52 20 -4.62531980686114015072e-14
52 21 1.70457133917567429341e-13
52 22 9.33571284390905746827e-14
52 23 7.74464536715777756351e-14
52 24 1.35612521550490125411e-12
52 25 2.36949351787575869294e-13
52 26 9.13099085830270800277e-13
52 27 6.07315300660863484315e-13
52 28 7.05110299723335633892e-13
52 29 2.72123409772349469999e-13
52 30 -1.65456440984389043085e-12
52 31 2.66659309633193595585e-13
52 32 -5.55926225208428225683e-16
52 33 -1.11667177654868742915e-13
52 34 1.96335660397290649123e-15
52 35 7.90174937156774372225e-14
52 36 1.88237658163750478198e-12
52 37 4.56425652087635762249e-14
52 38 6.24990533213120473941e-13
52 39 1.09449221538591923732e-12
52 40 9.60595181229747617133e-13
52 41 3.83316258786749717685e-13
52 42 2.38922010214599635423e-12
52 43 -9.14835709168128928925e-13
52 44 9.21839490300097775249e-14
52 45 -7.01295871521714250733e-14
52 46 -4.24727218585040105770e-14
52 47 1.02749652326503549437e-13
52 48 -7.54292745593416023406e-14
52 49 1.22664642320870139215e-12
52 50 1.11306674151125865421e-12
52 51 1.30037140416492066560e-12
52 52 1.46304132473616710006e-12
52 53 4.68457033633077060498e-13
52 54 -4.79478251231298408008e-14
52 55 2.08273570944292434805e-13
52 56 2.22700603167049916299e-13
52 57 9.08914547727187993885e-14
52 58 -6.60355505787705427772e-14
52 59 1.67450604115974191029e-13
52 60 3.94890866617685378807e-12
52 61 1.27274443230570220213e-12
52 62 2.30336400929374120182e-12
52 63 1.77977981462411601281e-12
52 64 1.59794023991312706468e-12
52 65 5.75978223791155325221e-13
52 66 -9.30904209010727619682e-13
52 67 -9.87326608076249653617e-13
52 68 3.41151600868975528678e-13
52 69 5.85214826667406026836e-14
52 70 2.87367679877729593953e-14
52 71 2.00202883727101338231e-13
53 0 5.44601682370790219307e-14
53 1 7.20782185712202622036e-13
53 2 -2.41376290004627068213e-13
53 3 1.72392158995434004236e-13
53 4 2.32339410422207333326e-13
53 5 1.80161853761940806042e-13
53 6 -6.66266475632509160670e-13
53 7 1.34684806722183825079e-13
53 8 2.03033818508005749469e-13
53 9 -1.84637746227374878918e-13
53 10 -3.93628621306913352423e-14
53 11 -3.04673094918561504167e-14
53 12 4.04712537363977862527e-13
53 13 -9.05290198828136459479e-14
53 14 4.19239940622396385304e-13
53 15 1.53971838474812989839e-13
53 16 2.68819003729396235578e-13
53 17 3.33567576176616130447e-13
53 18 5.05066890410064721214e-13
53 19 2.60628360332693782741e-13
53 20 -2.98328246158381688874e-14
53 21 1.31039111168088211440e-14
53 22 1.22380724430056721078e-14
53 23 -1.36220296420200600446e-14
53 24 6.19072059719762643055e-13
53 25 -2.08592185554652395805e-13
53 26 4.77981361919413649031e-13
53 27 1.82001050780829399764e-13
53 28 3.60395536594974399397e-13
53 29 4.33864063754686226945e-13
53 30 -9.70188216200570494801e-13
53 31 -1.94256195708222162098e-13
53 32 -2.18142506672776282566e-13
53 33 -4.17631122161083234562e-14
53 34 1.44021389791327276542e-16
53 35 -5.12969362200304239574e-14
53 36 7.37695218564717847158e-13
53 37 -1.78657350732744322268e-13
53 38 2.86338723734687747915e-13
53 39 5.91416944361520930731e-14
53 40 4.08231434881624939826e-13
53 41 6.17069049394429042336e-13
53 42 9.47537315997042034670e-13
53 43 -2.13120199884523581130e-13
53 44 4.77473701514818823793e-13
53 45 6.05219556596462702596e-14
53 46 -4.34325591339505610011e-14
53 47 -1.00240896345683619936e-13
53 48 -1.30436542702235846002e-12
53 49 5.21589316307328595523e-13
53 50 1.12994125878948140977e-13
53 51 3.27781265657952238509e-13
53 52 4.68457033633077060498e-13
53 53 8.03327500924244019021e-13
53 54 -9.45124011407524591190e-14
53 55 -5.67727236699197170383e-14
53 56 -1.14383789333510429624e-13
53 57 -1.31734805300222913341e-13
53 58 -5.92679469875371272897e-14
53 59 -9.07383705660761380091e-14
53 60 1.88077374947571291080e-12
53 61 -2.31071381975150159507e-13
53 62 9.56899004763165996096e-13
53 63 5.72574918173468810028e-13
53 64 6.81305991039705424688e-13
53 65 8.47922546040797785132e-13
53 66 1.09649692545127313391e-12
53 67 -1.35768917812304006440e-13
53 68 7.39424573581269264669e-14
53 69 -4.59839399821553296306e-14
53 70 -3.98604871563603479326e-14
53 71 -9.83722544046889129018e-14
54 0 1.44851188895881465139e-11
54 1 8.19518070810095599200e-12
54 2 -5.84437098767637933304e-13
54 3 1.30657523567548448125e-12
54 4 3.86191177516779777245e-13
54 5 -1.07998981432562695987e-13
54 6 1.05351012430203462473e-11
54 7 1.05689254861643772549e-11
54 8 1.50160267115385462294e-12
54 9 -4.17420915863177707012e-13
54 10 3.83487795736934535350e-13
54 11 3.52598766834329499372e-13
54 12 1.40362011342920697484e-11
54 13 -1.71181586727154022500e-13
54 14 -1.87393088579615857200e-12
54 15 2.07006768385720772858e-14
54 16 -1.19897642832795678506e-12
54 17 7.09023869431385262337e-14
54 18 -3.49781033969933573149e-12
54 19 1.29370863592130961348e-12
54 20 4.38703855696818424872e-12
54 21 1.89362715136397216125e-13
54 22 8.62997642034420756528e-13
54 23 6.41855951624128882449e-13
54 24 1.78762354086156227999e-12
54 25 7.57767328639945824907e-12
54 26 8.23450763004120868319e-13
54 27 1.01896256468049797296e-12
54 28 -1.43290928814020729274e-12
54 29 4.51963849049084371698e-13
54 30 6.16222979948656638113e-12
54 31 -1.92568821987550365227e-12
54 32 3.94895944847766885019e-12
54 33 2.40784516285501448710e-12
54 34 4.10499631895570652274e-13
54 35 5.59554715082134520563e-13
54 36 5.44521860859243039363e-12
54 37 5.75231191335374414274e-13
54 38 3.76685927001082212029e-12
54 39 -4.30825677298722472518e-13
54 40 -5.03359326075653775790e-13
54 41 -1.16401375573298319047e-12
54 42 3.08024304013615007928e-11
54 43 -6.67436179976886731491e-12
54 44 3.15585736712721193197e-12
54 45 6.35930605738427306751e-13
54 46 1.38603991992582065328e-12
54 47 4.66150657723519432232e-13
54 48 -5.01985797400114429244e-12
54 49 1.76725358230886430426e-12
54 50 1.54739088138153791057e-12
54 51 -3.24164199920910540069e-14
54 52 -4.79478251231298408008e-14
54 53 -9.45124011407524591190e-14
54 54 1.36275297762365776476e-10
54 55 9.67721141290045732718e-13
54 56 1.83337238415555737996e-12
54 57 3.85786909900143869650e-13
54 58 8.59936063747999073913e-13
54 59 5.70344997976209664134e-13
54 60 -5.93810047252637028147e-12
54 61 1.22225245265671696969e-11
54 62 3.89837832625538717356e-12
54 63 -1.57772060608179861102e-12
54 64 -7.83030848121268161889e-14
54 65 9.56961317577206068639e-13
54 66 -1.11389972891762957927e-11
54 67 8.46297081948686455005e-12
54 68 2.50089559405109582038e-12
54 69 6.49483211741637049911e-13
54 70 1.78199507265581423390e-12
54 71 -3.58653041029841023308e-13
55 0 3.44899544345912478578e-12
55 1 4.37188737277978257534e-12
55 2 -1.71074666848647618180e-12
55 3 -3.66333885002402141945e-14
55 4 -7.63687177754543667230e-15
55 5 -1.61758719543191892349e-13
55 6 -4.30041972459143316942e-12
55 7 1.48320443639962170269e-12
55 8 -8.29230307812269493775e-13
55 9 -4.04317830528912215656e-13
55 10 -5.88850621261568952153e-13
55 11 2.63592472087738245741e-13
55 12 -2.71466165635073065946e-12
55 13 -2.97516787497013894566e-14
55 14 -9.89417980790234481342e-13
55 15 1.33131024040938474736e-13
55 16 4.65470180219441542767e-13
55 17 -1.01967501859195679061e-14
55 18 1.18430614816684076560e-12
55 19 2.83819899506184442151e-12
55 20 -1.58886510742264956249e-12
55 21 4.25080821441094101588e-13
55 22 1.51526619684374014637e-13
55 23 1.80258853019794405383e-13
55 24 -3.78672665176149772077e-12
55 25 1.31506052687757736005e-12
55 26 6.49609798534681029989e-13
55 27 2.17889164046583680469e-13
55 28 3.52508941985270470545e-13
55 29 -6.01834281683240004849e-14
55 30 -3.17328881097793781496e-12
55 31 -1.38444687745397571677e-12
55 32 -8.07488200196441659361e-13
55 33 -3.73717319612733691615e-13
55 34 -3.69500945752986880059e-16
55 35 3.36904720503721152562e-13
55 36 1.29152801981641033154e-11
55 37 -3.89591164962062161918e-12
55 38 3.63487439023409642484e-12
55 39 -3.19561430114631118436e-13
55 40 2.44238561316572736469e-13
55 41 2.44721606712008806028e-13
55 42 -7.33407183187358282422e-12
