# zmin zmax pz0 pz1 pz2 pzall
# pz0, pz1, pz2 are p(z) for tomo bins (not normalized)
# pzall is p(z) for non-tomo 
# p(z) is piecewise constant between zmin and zmax
5.000000000000000104e-03 1.397500000000000131e-02 2.884992338843090590e-04 1.858811369490644930e-04 1.563218680883986461e-04 2.102135486402539432e-04
1.397500000000000131e-02 2.295000000000000165e-02 3.417495151583886822e-04 1.982233216550346143e-04 1.670229027486575533e-04 2.356405175937225076e-04
2.295000000000000165e-02 3.192500000000000199e-02 3.762237648875016091e-04 2.181578622262805183e-04 1.689546311180506108e-04 2.544123514723519038e-04
3.192500000000000199e-02 4.089999999999999886e-02 4.134154859635428832e-04 2.389793675705615837e-04 1.729174855596269549e-04 2.750629968307033392e-04
4.089999999999999886e-02 4.987499999999999573e-02 4.559439894518793656e-04 2.672128907176918940e-04 1.872637181964758820e-04 3.034257164917465916e-04
4.987499999999999573e-02 5.884999999999999953e-02 5.267058090508185608e-04 3.066408257411879965e-04 1.949031375605853056e-04 3.426868915889427357e-04
5.884999999999999953e-02 6.782500000000001028e-02 6.412087632457473020e-04 3.509541995417915657e-04 2.314646456092879999e-04 4.078036940282371548e-04
6.782500000000001028e-02 7.680000000000000715e-02 7.604549667648691485e-04 4.043210104103464879e-04 2.432183611412742626e-04 4.692371924925700676e-04
7.680000000000000715e-02 8.577500000000000402e-02 8.426128788849163035e-04 4.483759025405769857e-04 2.598065813677569538e-04 5.168234286145893721e-04
8.577500000000000402e-02 9.475000000000000089e-02 9.743140763767547431e-04 5.117746783393617828e-04 2.931184593745997011e-04 5.929429542904528141e-04
9.475000000000000089e-02 1.037250000000000116e-01 1.112718611150946644e-03 5.717424385290242666e-04 2.947010679885260736e-04 6.595648275586858201e-04
1.037250000000000116e-01 1.127000000000000085e-01 1.264137451220372511e-03 5.990038991604910426e-04 3.177828427087760936e-04 7.268064268023320630e-04
1.127000000000000085e-01 1.216750000000000054e-01 1.466012806324015630e-03 6.482164609304866655e-04 3.336136188985926046e-04 8.157529446384430890e-04
1.216750000000000054e-01 1.306500000000000161e-01 1.753729849110868952e-03 7.246310028733645185e-04 3.647058251316469268e-04 9.474580422156368914e-04
1.306500000000000161e-01 1.396249999999999991e-01 2.090645014383978300e-03 7.753318630674174271e-04 4.250134614932175739e-04 1.096744847971189334e-03
1.396249999999999991e-01 1.486000000000000099e-01 2.496916002103025285e-03 8.745478217718357337e-04 4.840249301422569982e-04 1.284868515822151259e-03
1.486000000000000099e-01 1.575750000000000206e-01 2.799298091552911930e-03 9.217272377398584050e-04 5.208391190082721414e-04 1.413634175482786923e-03
1.575750000000000206e-01 1.665500000000000036e-01 3.203724570907089640e-03 1.022537044050169991e-03 5.966171697362102457e-04 1.607269412904418918e-03
1.665500000000000036e-01 1.755250000000000143e-01 3.647544532701902081e-03 1.105088478536560802e-03 6.533731395880193731e-04 1.801603686347888391e-03
1.755250000000000143e-01 1.844999999999999973e-01 4.144259629255915567e-03 1.160240773043908283e-03 6.857754784862474902e-04 1.996312971287314119e-03
1.844999999999999973e-01 1.934750000000000081e-01 4.726306983386370161e-03 1.201062461438125043e-03 7.344957984360958245e-04 2.220132191553555664e-03
1.934750000000000081e-01 2.024500000000000188e-01 5.299959045874785661e-03 1.308205302549006249e-03 7.907638332389949369e-04 2.465759324543158933e-03
2.024500000000000188e-01 2.114250000000000018e-01 5.873548794203329107e-03 1.370768420201464409e-03 8.456100918784124334e-04 2.696044950422994083e-03
2.114250000000000018e-01 2.204000000000000126e-01 6.475739449597940796e-03 1.424920980808006520e-03 8.662430097983968421e-04 2.921642889514077315e-03
2.204000000000000126e-01 2.293750000000000233e-01 7.013728134800891259e-03 1.477981242939593529e-03 8.379356696234105872e-04 3.109149326792087168e-03
2.293750000000000233e-01 2.383500000000000063e-01 7.730433763438851295e-03 1.542075490272281713e-03 8.583806821146642901e-04 3.376157120347461453e-03
